0
ELAPSED: 93.84435153007507
wrote to ../../heightmaps/mp_eroded_50000_heightmap1.png
         34583490 function calls (34518688 primitive calls) in 97.285 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 browser.py:591(UICloseHandler)
        1    0.000    0.000    0.000    0.000 tvtk_helper.py:326(<lambda>)
        1    0.000    0.000    0.000    0.000 vectors.py:17(Vectors)
        1    0.000    0.000    0.000    0.000 gradient_editor.py:136(ColorControlPoint)
        1    0.000    0.000    0.000    0.000 trait_defs.py:272(ArrayNumberOrNone)
        1    0.000    0.000    0.000    0.000 decorations.py:215(SingletonModuleFactory)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetSampleRate' of 'vtkmodules.vtkImagingCore.vtkExtractVOI' objects}
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 __init__.py:28(RTLD_for_MKL)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1179(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 ast.py:238(NodeVisitor)
        1    0.000    0.000    0.000    0.000 index_tricks.py:108(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 core.py:798(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:841(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:862(_DomainGreater)
        1    0.000    0.000    0.000    0.000 core.py:2389(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:250(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:758(is_url)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:522(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:2349(__init__)
        1    0.000    0.000    0.000    0.000 animation.py:637(FFMpegFileWriter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2824(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3561(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3739(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3790(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3843(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4517(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4627(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4764(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5102(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5147(Group)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5259(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5266(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6698(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 colors.py:1367(PowerNorm)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 transforms.py:2199(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 ticker.py:1845(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1889(NullLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:338(FontEntry)
        1    0.000    0.000    0.000    0.000 font_manager.py:939(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 patches.py:2349(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:3420(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3508(Wedge)
        1    0.000    0.000    0.000    0.000 mathtext.py:1298(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1810(Rule)
        1    0.000    0.000    0.000    0.000 Image.py:473(_E)
        1    0.000    0.000    0.000    0.000 ElementPath.py:255(_SelectorContext)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 blocking_input.py:330(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 backend_tools.py:319(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 widgets.py:2647(Lasso)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 i_python_shell.py:103(MPythonShell)
        1    0.000    0.000    0.000    0.000 split_application_window.py:18(SplitApplicationWindow)
        1    0.000    0.000    0.000    0.000 split_dialog.py:18(SplitDialog)
        1    0.000    0.000    0.000    0.000 split_panel.py:18(SplitPanel)
        1    0.000    0.000    0.000    0.000 _parser.py:1384(_attr)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:495(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1809(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:306(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:433(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 scale.py:372(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 geo.py:17(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:458(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:993(RubberbandQt)
        1    0.000    0.000    0.000    0.000 _formsubplottool.py:4(UiSubplotTool)
        1    0.000    0.000    0.000    0.000 _testutils.py:19(PytestTester)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        2    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:479(__hash__)
        2    0.000    0.000    0.000    0.000 typing.py:629(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:317(SpawnProcess)
        1    0.000    0.000    0.000    0.000 reduction.py:207(_C)
        1    0.000    0.000    0.000    0.000 rotation.py:1985(Slerp)
        1    0.000    0.000    0.000    0.000 state_pickler.py:194(StateTuple)
        4    0.000    0.000    0.000    0.000 trait_notifiers.py:358(equals)
        1    0.000    0.000    0.000    0.000 traits.py:137(Default)
        1    0.000    0.000    0.000    0.000 trait_handlers.py:416(TraitFunction)
        1    0.000    0.000    0.000    0.000 trait_handlers.py:462(TraitEnum)
        1    0.000    0.000    0.000    0.000 trait_types.py:284(BaseComplex)
        1    0.000    0.000    0.000    0.000 trait_types.py:330(BaseStr)
        1    0.000    0.000    0.000    0.000 trait_types.py:422(Bytes)
        1    0.000    0.000    0.000    0.000 trait_types.py:487(CInt)
        1    0.000    0.000    0.000    0.000 trait_types.py:513(CFloat)
        1    0.000    0.000    0.000    0.000 trait_types.py:539(CComplex)
        1    0.000    0.000    0.000    0.000 trait_types.py:768(Regex)
        1    0.000    0.000    0.000    0.000 trait_types.py:785(Code)
        1    0.000    0.000    0.000    0.000 trait_types.py:904(self)
        1    0.000    0.000    0.000    0.000 trait_types.py:915(Function)
        1    0.000    0.000    0.000    0.000 trait_types.py:1520(Directory)
        1    0.000    0.000    0.000    0.000 trait_types.py:2729(CSet)
        1    0.000    0.000    0.000    0.000 trait_types.py:3946(Symbol)
        1    0.000    0.000    0.000    0.000 has_traits.py:3348(HasStrictTraits)
        1    0.000    0.000    0.000    0.000 has_traits.py:3361(HasRequiredTraits)
        1    0.000    0.000    0.000    0.000 has_traits.py:3451(ABCHasStrictTraits)
        1    0.000    0.000    0.000    0.000 exception_handling.py:61(__init__)
        1    0.000    0.000    0.000    0.000 _list_change_event.py:17(ListChangeEvent)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:50(UnexpectedInput)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:483(Transformer_InPlace)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:569(Interpreter)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1614(ParseTable)
        1    0.000    0.000    0.000    0.000 trait_numeric.py:282(Array)
        1    0.000    0.000    0.000    0.000 __init__.py:120(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:251(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:2990(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 <string>:1(error)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 specifiers.py:15(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:138(is_python_build)
        1    0.000    0.000    0.000    0.000 event_tracer.py:35(SentinelRecord)
        1    0.000    0.000    0.000    0.000 event_tracer.py:80(CallingMessageRecord)
        1    0.000    0.000    0.000    0.000 event_tracer.py:108(ExitMessageRecord)
        1    0.000    0.000    0.000    0.000 event_tracer.py:162(MultiThreadRecordContainer)
        1    0.000    0.000    0.000    0.000 event_tracer.py:206(ChangeEventRecorder)
        1    0.000    0.000    0.000    0.000 item.py:489(Label)
        1    0.000    0.000    0.000    0.000 group.py:451(HFlow)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:86(<setcomp>)
        1    0.000    0.000    0.000    0.000 resource_factory.py:14(ResourceFactory)
        1    0.000    0.000    0.000    0.000 sysconfig.py:61(_python_build)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 application.py:67(ApplicationEvent)
        1    0.000    0.000    0.000    0.000 gui_application_action.py:89(AboutAction)
        1    0.000    0.000    0.000    0.000 gui_application_action.py:98(CloseActiveWindowAction)
        1    0.000    0.000    0.000    0.000 menu_bar_manager.py:27(MenuBarManager)
        1    0.000    0.000    0.000    0.000 window_action.py:48(CloseWindowAction)
        1    0.000    0.000    0.000    0.000 i_python_editor.py:80(MPythonEditor)
        1    0.000    0.000    0.000    0.000 lexer.py:37(LexerMeta)
        1    0.000    0.000    0.000    0.000 filter.py:42(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:866(GobbleFilter)
        1    0.000    0.000    0.000    0.000 font_editor.py:32(ToolkitEditorFactory)
        1    0.000    0.000    0.000    0.000 range_editor.py:154(_get_low)
        1    0.000    0.000    0.000    0.000 table_filter.py:385(GenericTableFilterRuleValueColumn)
        1    0.000    0.000    0.000    0.000 popup_editor.py:25(_PopupEditor)
        1    0.000    0.000    0.000    0.000 value_tree.py:334(MethodNode)
        1    0.000    0.000    0.000    0.000 configobj.py:208(ConfigObjError)
        1    0.000    0.000    0.000    0.000 configobj.py:225(ParseError)
        1    0.000    0.000    0.000    0.000 configobj.py:2375(SimpleVal)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:120(VTKObjectWrapper)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:1053(PolyData)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp437.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 recorder_with_ui.py:17(CloseHandler)
        1    0.000    0.000    0.000    0.000 picker.py:87(PickHandler)
        1    0.000    0.000    0.000    0.000 {method 'GetVOI' of 'vtkmodules.vtkImagingCore.vtkExtractVOI' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetProgressText' of 'vtkmodules.vtkCommonExecutionModel.vtkAlgorithm' objects}
        1    0.000    0.000    0.000    0.000 {built-in method traits.ctraits._ctrait}
        1    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 __init__.py:29(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 pathlib.py:464(_Selector)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:448(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1146(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:680(IndexExpression)
        1    0.000    0.000    0.000    0.000 core.py:831(__init__)
        1    0.000    0.000    0.000    0.000 core.py:823(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:878(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:1126(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 extras.py:1502(mr_class)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:234(silent_list)
        1    0.000    0.000    0.000    0.000 __init__.py:2332(_classproperty)
        1    0.000    0.000    0.000    0.000 deprecation.py:254(_deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 rcsetup.py:442(_validate_mathtext_fallback_to_cm)
        1    0.000    0.000    0.000    0.000 animation.py:613(FFMpegWriter)
        1    0.000    0.000    0.000    0.000 animation.py:753(ImageMagickFileWriter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:855(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2856(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2982(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3018(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3805(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4552(PrecededBy)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:296(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:325(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1154(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 patches.py:2025(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2047(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2080(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2099(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2496(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:3053(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3165(_Bracket)
        1    0.000    0.000    0.000    0.000 mathtext.py:949(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1309(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1430(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1974(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1984(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:2025(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:2079(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 Image.py:3066(register_mime)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 backend_tools.py:682(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_managers.py:11(ToolEvent)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 ImageFile.py:574(PyCodecState)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 figure.py:154(AxesStack)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 units.py:74(AxisInfo)
        1    0.000    0.000    0.000    0.000 dates.py:621(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:368(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1260(AnchoredText)
        1    0.000    0.000    0.000    0.000 legend_handler.py:260(HandlerPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:637(HandlerTuple)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1173(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 axis.py:596(_LazyTickList)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:280(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:304(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:322(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:349(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:390(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 backend_agg.py:612(_BackendAgg)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:137(_allow_super_init)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:975(ConfigureSubplotsQt)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:981(SaveFigureQt)
        1    0.000    0.000    0.000    0.000 _formlayout.py:161(FontLayout)
        2    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1349(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1380(NamedTuple)
        1    0.000    0.000    0.000    0.000 kdtree.py:274(innernode)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 context.py:324(SpawnContext)
        1    0.000    0.000    0.000    0.000 reduction.py:100(DupHandle)
        1    0.000    0.000    0.000    0.000 decorator.py:277(ContextManager)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 codata.py:1561(ConstantWarning)
        1    0.000    0.000    0.000    0.000 version.py:15(<module>)
        1    0.000    0.000    0.000    0.000 etsconfig.py:21(ETSToolkitError)
        1    0.000    0.000    0.000    0.000 etsconfig.py:244(_set_toolkit)
        1    0.000    0.000    0.000    0.000 trait_base.py:93(__new__)
        1    0.000    0.000    0.000    0.000 trait_notifiers.py:52(NotificationExceptionHandlerState)
        1    0.000    0.000    0.000    0.000 trait_notifiers.py:562(ExtendedTraitChangeNotifyWrapper)
        1    0.000    0.000    0.000    0.000 _i_observable.py:14(IObservable)
        1    0.000    0.000    0.000    0.000 trait_factory.py:47(TraitImportError)
        1    0.000    0.000    0.000    0.000 traits.py:636(ForwardProperty)
        1    0.000    0.000    0.000    0.000 trait_handler.py:26(TraitHandler)
        1    0.000    0.000    0.000    0.000 trait_types.py:272(Float)
        1    0.000    0.000    0.000    0.000 trait_types.py:319(Complex)
        1    0.000    0.000    0.000    0.000 trait_types.py:521(BaseCComplex)
        1    0.000    0.000    0.000    0.000 trait_types.py:562(CStr)
        1    0.000    0.000    0.000    0.000 trait_types.py:593(BaseCBool)
        1    0.000    0.000    0.000    0.000 trait_types.py:926(Method)
        1    0.000    0.000    0.000    0.000 trait_types.py:937(Module)
        3    0.000    0.000    0.000    0.000 trait_types.py:3371(init_fast_validate)
        1    0.000    0.000    0.000    0.000 trait_types.py:3610(Event)
        1    0.000    0.000    0.000    0.000 trait_types.py:3652(Button)
        1    0.000    0.000    0.000    0.000 has_traits.py:281(_SimpleTest)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:42(UnexpectedEOF)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:125(VisitError)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:354(_Decoratable)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:495(Transformer_InPlaceRecursive)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:505(VisitorBase)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1122(Lexer)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1184(ContextualLexer)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1242(_deserialize)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1250(ExpandSingleChild)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1260(PropagatePositions)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1342(ChildFilterLALR_NoPlaceholders)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1390(AmbiguousExpander)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1452(ParseTreeBuilder)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1534(_Parser)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1648(IntParseTable)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1668(get_frontend)
        1    0.000    0.000    0.000    0.000 _traitsui_helpers.py:14(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1109(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1924(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:3079(RequirementParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:3300(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        1    0.000    0.000    0.000    0.000 ui_traits.py:187(BaseMB)
        1    0.000    0.000    0.000    0.000 shelve.py:218(DbfilenameShelf)
        1    0.000    0.000    0.000    0.000 handler.py:586(ModelView)
        1    0.000    0.000    0.000    0.000 group.py:413(HGroup)
        1    0.000    0.000    0.000    0.000 group.py:466(VFlow)
        1    0.000    0.000    0.000    0.000 group.py:480(VFold)
        1    0.000    0.000    0.000    0.000 group.py:523(Tabbed)
        1    0.000    0.000    0.000    0.000 text_editor.py:41(_Identity)
        1    0.000    0.000    0.000    0.000 traits_listener.py:1193(ListenerHandler)
        1    0.000    0.000    0.000    0.000 application.py:51(ApplicationException)
        1    0.000    0.000    0.000    0.000 group.py:260(Separator)
        1    0.000    0.000    0.000    0.000 i_heading_text.py:38(MHeadingText)
        1    0.000    0.000    0.000    0.000 lexer.py:675(LexerContext)
        1    0.000    0.000    0.000    0.000 __init__.py:323(_automodule)
        1    0.000    0.000    0.000    0.000 table_filter.py:349(GenericTableFilterRuleEnabledColumn)
        1    0.000    0.000    0.000    0.000 table_filter.py:362(GenericTableFilterRuleAndOrColumn)
        1    0.000    0.000    0.000    0.000 value_tree.py:279(ArrayNode)
        1    0.000    0.000    0.000    0.000 value_tree.py:453(RootNode)
        1    0.000    0.000    0.000    0.000 configobj.py:233(ReloadError)
        1    0.000    0.000    0.000    0.000 metadata.py:122(ModuleMetadata)
        1    0.000    0.000    0.000    0.000 decorator.py:303(ContextManager)
        1    0.000    0.000    0.000    0.000 optional.py:13(Optional)
        1    0.000    0.000    0.000    0.000 {method 'GetIncludeBoundary' of 'vtkmodules.vtkImagingCore.vtkExtractVOI' objects}
        1    0.000    0.000    0.000    0.000 {method 'GetProgress' of 'vtkmodules.vtkCommonExecutionModel.vtkAlgorithm' objects}
